,,"recepcion","Al atravesar el umbral sus pasos resunenan en el suelo pulido de marmol "
,,"recepcion","Los suelos, ricamente decorados con intrincados diseños geométricos, dan testimonio de la artesanía detallada que define la esencia del hotel."
,,"recepcion","La lámpara, colgando del alto techo, difunde una luz dorada que ilumina el espacio que no tiene nada que envidiar a ningún palacio"
"rubia",,"recepcion","Oh, un nuevo huesped *murmura para sí mismo* Tenga buenos días caballero, ¿Puedo ayudarle en algo?"
"senecio",,"recepcion","Oh disculpa ¿Eres el recepcionista? *Senecio piensa que el recepcionista es increiblemente alto.*"
"rubia",,"recepcion","Así es caballero, mi nombre es Thomas, y estoy a su completa disposición ¿Tenía reserva?"
"senecio",,"recepcion","Sí, así es, a nombre de mi querida esposa, Dahlia. Hace cuatro años que no nos vemos... por la guerra"
"rubia",,"recepcion","Permíteme que lo compruebe, deme unos minutos... *Thomas busca en el libro que tiene sobre la mesa*"
"rubia",,"recepcion","Senecio Anís y Dahlia Espinosa, aquí están. Permítame"
,,"recepcion","Thomas abandona la estancia desapareciendo tras el mostrador."
"senecio",,"recepcion","..."
"rubia",,"recepcion","Aquí tiene Señor Anís, la llave de su habitación"
"senecio",,"recepcion","Porfavor, llámeme Senecio, Thomas. Un momento... ¿Dahlia no ha llegado aún?"
"rubia",,"recepcion","Lo desconozco señ.. Senecio, La Sra. Espinosa no ha dejado instrucciones específicas sobre su llegada."
"rubia",,"recepcion","Algunos huéspedes prefieren llegar por separado. ¿Quiere que deje algún mensaje por si ella llega después?"
"senecio",,"recepcion","Uhm... no es inusual en ella, suele hacer estas cosas, no se preocupe, seguro que llegará pronto"
"rubia",,"recepcion","Perfecto pues. Disfrute de su estancia en el Hotel"
