,,"prejardin","No tiene otra opción, debe recordar"
,,"prejardin","Debe asumir las consecuencias de sus actos"
"dark_dal",,"prejardin","Debe recordar"
,,"prejardin","Senecio temblando, se dirige hacia la puerta del invernadero"
,,"prejardin","Gira la manilla con cuidado y atraviesa la estancia"
,,"sitio","Senecio respira aliviado"
"senecio",,"sitio","El sitio es muy pintoresco... no sé por que estoy nervioso"
"dark_dal",,"sitio",""
"senecio",,"sitio","¿¡Otra vez tú?! ¡¿Qué es lo que quieres?!"
"dark_dal",,"sitio","Que recuerdes"
"dark_dal",,"sitio","Que reconozcas lo que ocurrió en este lugar, lo que hiciste"
"senecio",,"sitio","No sé de que me estás hablando, yo he venido a reunirme con mi esposa"
"dark_dal",,"sitio","¿Qué esposa, a caso llevas anillo?"
,,"sitio","Senecio mira su mano y se aterra"
"senecio",,"sitio","¡Estaba ahí! ¿Cuando me lo has robado? ¡Maldita ratera!"
"dark_dal",,"sitio","Senecio... Senecio... ni si quiera tienes marca en tu dedo de haber llevado tal anillo"
"senecio",,"sitio","Estás completamente loca... o puede que lo esté yo. Me voy de aquí."
"dark_dal",,"sitio","No te irás hasta que recuerdes, hasta que afrontes la realidad"
"senecio",,"sitio","Mira, no sé quien eres, pero te has equivocado de persona"
"dark_dal",,"sitio","¿Ah sí? Yo creo que no. El gran Senecio, el Coronel de infantería del cuarto batallón de su majestad"
"senecio",,"sitio","No es difícil saber eso"
"dark_dal",,"sitio","Pero me ha resultado muy fácil saber que nunca llegaste a casarte"
"senecio",,"sitio","Deja de decir estupideces"
,,"sitio","Senecio palidece, se marea, y tiene que apoyarse en una silla para no caer"
"senecio",,"sitio","Que me estás haciendo... para..."
"dark_dal",,"sitio","Mi alma, mi espíritu, jamás parará."
,,"sitio","Senecio cae de rodillas, se sujeta con las manos la cabeza y grita de dolor"
"senecio",,"sitio","¡PARA MALDITA ESCORIA!"
"dark_dal",,"sitio","Nunca te casaste Senecio. Nunca me amaste"
"senecio",,"sitio","¿Me...? ¿Dalhia? *Senecio palidece aún más*"
"dark_dal",,"sitio","Eso fuí antes. Antes de que me arrebatases la vida. Ahora no sé lo que soy. Solo soy"
"senecio",,"sitio","Yo... no se de lo que me estás hablando Dalhia"
"dark_dal",,"sitio","¿No lo recuerdas? Antes de la guerra... en este mismo sitio, me pediste en matrimonio"
"senecio",,"sitio","Claro que lo recuerdo... me aceptaste, nos amabamos, y pasamos la noche hablando de la boda"
"dark_dal",,"sitio","No. Te rechacé"
"senecio",,"sitio","No se de que estás hablando"
"dark_dal",,"sitio","Te rechacé Senecio. Nunca te amé, siempre te vi como un hermano para mí. Pero fuiste incapaz de aceptar un no"
"senecio",,"sitio","BASTA"
"dark_dal",,"sitio","No."
"dark_dal",,"sitio","En cuanto te di la espalda me apuñalaste"
"dark_dal",,"sitio","Si no eres mía, no serás de nadie. Eso dijiste."
"senecio",,"sitio","DEJA DE MENTIR"
,,"sitio","Los recuerdos de Senecio comienzan a inundar su memoria, refrescando los horribles actos que había cometido"
,,"sitio","Aquellos que había tratado de reprimir, de ocultar, hasta hacerlos irreales para él"
"senecio",,"sitio","Yo... yo te maté... ¿Por qué...? *Senecio comienza a llorar desconsolado*"
"senecio",,"sitio","¿Pero y la carta?"
"dark_dal",,"sitio","La escribiste y enviaste tú solo. Tu subconsciente no podía más, tenías que recordar"
"senecio",,"sitio","Yo... Dalhia... porfavor perdoname"
"dark_dal",,"sitio","Dalhia podría haberte perdonado. Pero como te dije antes, ella se fue, yo ya no soy ella"
"senecio",,"sitio","y... y ahora qué"
"dark_dal",,"sitio","Deberás pagar un precio"
"senecio",,"sitio","Pagaré lo que sea, tengo muchísimo dinero..."
"dark_dal",,"sitio","No quiero tu dinero"
"senecio",,"sitio","No porfavor..."
"dark_dal",,"sitio","Quiero tu vida"
,,"sitio","La mente de Senecio se sumerge en un abismo de remordimiento y desesperación mientras enfrenta los demonios de su pasado."
,,"sitio","Los recuerdos como hojas caídas en un torbellino lo arrastran hacia la verdad. "
,,"sitio","En un acceso de furia y obsesión, arrebató la vida de Dalhia, a quien juraba amar."
,,"sitio","A pesar de sus ruegos, Dalhia no ansía oro ni posesiones. Solo reclama la última moneda de su deuda: la vida de Senecio."
,,"sitio","Es el precio que exige, un precio que refleja el eco de su sufrimiento y la sed de justicia."
,,"sitio","Un sombrío testamento de la fragilidad humana, donde el precio del perdón es la vida misma."
,,"sitio","¿FIN?"
